x,y
319169,319167
319169,319168
319169,319284
319169,319285
319169,319303
319169,319304
319169,344002
319169,346240
319169,355787
319169,355795
319169,358022
319169,359915
319169,381308
186210,21839
186210,26574
186210,89043
186210,89375
186210,93747
186210,98817
186210,100741
186210,125237
186210,134155
186210,149006
186210,149007
186210,150063
186210,157351
186210,165022
186210,165992
186210,167629
186210,177688
186210,185667
186210,185668
186210,185669
186210,185670
186210,185671
186210,185672
186210,187192
186210,188862
186210,195117
186210,198907
182208,30131
182208,31119
182208,31254
182208,182200
182208,182201
182208,182202
182208,182203
182208,182205
182208,182206
182208,182207
182208,182209
182208,182210
182208,182211
182208,182212
182208,182213
182208,187138
182208,187139
182208,187140
182208,187141
182208,187142
182208,187143
182208,187145
182208,198815
232559,41714
232559,61140
232559,70708
232559,92037
232559,102237
232559,102840
232559,136515
232559,154363
232559,188365
232559,232560
232559,242970
232559,260204
232559,271168
232559,271534
232559,291765
232559,299099
232559,302882
232559,324779
232559,324780
232559,324781
232559,324782
297147,18522
297147,19560
297147,25290
297147,31883
297147,33594
297147,33700
297147,41067
297147,42086
297147,43556
297147,57242
297147,63374
297147,82163
297147,120310
297147,120312
297147,130279
297147,130280
297147,139965
297147,143835
297147,143836
297147,162073
297147,178120
297147,180082
297147,185318
297147,185319
297147,195395
297147,197724
297147,197934
297147,198198
297147,218087
297147,249500
297147,277736
297147,286364
297147,286365
297147,286366
297147,286367
297147,286369
297147,296856
297147,296857
297147,296858
297147,296859
297147,296860
297147,297145
297147,297146
297147,297148
297147,297149
297147,297151
297147,297153
297147,297154
297147,297155
297147,297156
297147,297157
297147,297158
297147,297159
297147,315542
297147,315543
297147,315779
9185,2757
9185,4799
9185,8072
9185,10601
9185,10741
9185,11034
9185,11738
9185,13226
9185,18779
9185,19199
9185,20581
9185,21330
9185,24196
9185,26054
9185,27009
9185,27227
9185,33789
9185,41449
9185,100093
9185,100097
250876,3813
250876,16549
250876,26604
250876,28856
250876,35335
250876,38719
250876,38766
250876,47446
250876,66443
250876,92600
250876,94226
250876,102970
250876,135253
250876,141442
250876,151853
250876,163271
250876,179653
250876,218993
250876,286226
250876,286227
250876,290016
250876,291225
149143,4496
149143,7236
149143,13076
149143,26497
149143,30815
149143,31470
149143,35376
149143,39420
149143,40108
149143,45686
149143,48525
149143,61506
149143,63227
149143,65957
149143,66095
149143,67024
149143,68242
149143,70089
149143,72210
149143,76323
149143,89460
149143,89910
149143,114253
149143,115457
149143,115586
149143,116246
149143,121742
149143,124395
149143,124411
149143,124535
149143,131740
149143,141841
149143,165355
149143,178333
149143,185173
149143,185919
149143,192103
149143,193651
149143,199059
149143,223457
149143,225902
149143,229756
149143,229989
149143,230620
149143,230621
149143,234780
149143,238302
149143,238793
149143,241405
149143,255210
149143,257012
149143,257013
149143,257014
149143,257015
149143,257016
149143,257017
149143,257018
149143,257019
149143,257020
149143,257021
149143,257022
149143,257023
149143,257024
149143,257025
149143,257533
149143,261762
149143,270050
149143,270051
149143,270519
149143,272551
149143,272552
149143,274213
149143,284923
149143,286303
149143,286304
149143,286305
149143,286306
149143,286307
149143,286308
149143,286309
149143,286310
149143,286311
149143,286312
149143,286313
149143,286315
149143,286316
149143,286318
149143,286319
149143,286320
149143,286321
149143,286322
149143,286323
149143,286324
149143,286325
149143,286326
149143,286327
149143,286328
149143,286339
149143,286340
149143,286341
149143,286342
149143,286343
149143,286345
149143,286346
149143,286347
149143,286348
149143,286349
149143,286350
149143,286352
149143,286353
149143,286354
149143,286356
149143,286357
149143,286358
149143,286360
149143,286397
149143,286509
149143,286510
149143,286511
149143,294935
149143,306215
149143,307088
149143,307089
149143,308943
232766,13124
232766,136897
232766,151617
232766,152401
232766,153413
232766,196787
232766,220039
232766,220040
232766,225533
232766,229452
232766,229453
232766,229454
232766,229455
232766,231995
232766,231996
232766,231997
232766,232756
232766,232757
232766,232758
232766,232760
232766,232761
232766,232763
232766,232765
232766,232768
232766,232769
232766,232771
232766,232772
232766,232773
232766,246606
232766,246607
319828,25670
319828,32534
319828,38868
319828,42671
319828,43377
319828,45479
319828,69054
319828,82316
319828,84657
319828,109825
319828,114575
319828,114816
319828,117657
319828,119707
319828,137772
319828,142571
319828,148255
319828,179483
319828,181479
319828,193978
319828,199804
319828,219725
319828,238123
319828,243335
319828,252413
319828,256664
319828,256807
319828,269413
319828,279245
319828,283362
319828,287845
319828,298337
319828,305407
319828,305408
319828,308275
319828,319357
319828,319822
319828,319823
319828,319824
319828,319825
319828,319826
319828,319827
319828,319829
319828,319830
319828,319831
319828,319832
319828,319833
319828,319835
319828,320839
319828,320840
319828,320841
319828,320842
319828,320843
319828,321670
319828,324478
319828,325271
319828,333294
319828,334605
319828,334607
319828,335560
319828,335561
319828,346257
319828,353858
319828,360070
319828,360071
319828,361633
319828,361634
319828,361635
319828,361636
319828,361637
319828,361638
319828,361639
319828,361640
319828,361642
319828,361643
319828,361644
319828,361645
319828,361646
319828,361647
319828,361648
319828,361649
319828,361650
319828,361651
319828,361652
319828,361654
319828,361655
319828,361656
319828,361657
319828,361658
319828,361659
319828,361660
319828,361661
319828,361662
319828,361663
319828,361664
319828,361666
319828,369091
319828,369092
225617,97459
225617,135989
225617,181722
225617,256418
225617,292391
225617,318275
225617,318276
225617,318277
225617,318278
225617,318279
225617,318280
225617,318281
225617,318734
225617,323700
225617,323701
225617,323702
225617,323703
225617,337430
225617,346567
225617,346568
361803,34263
361803,45634
361803,99125
361803,145932
361803,206096
361803,212767
361803,231527
361803,256418
361803,270521
361803,301788
361803,310618
361803,314476
361803,318279
361803,323701
361803,323702
361803,323703
361803,323793
361803,344544
361803,351271
361803,361799
361803,361800
361803,361801
361803,361802
361803,361804
361803,361805
361803,361806
361803,361847
361803,361848
361803,361849
361803,361851
361803,361853
361803,361854
361803,361855
361803,361856
361803,361858
361803,361859
361803,362443
361803,364863
361530,88014
361530,108199
361530,149082
361530,186584
361530,264741
361530,267078
361530,268853
361530,287629
361530,287630
361530,287633
361530,287635
361530,287637
361530,311768
361530,361523
361530,361524
361530,361525
361530,361526
361530,361527
361530,361529
193244,103845
193244,103846
193244,119693
193244,122382
193244,127819
193244,163003
193244,175008
193244,175011
193244,204752
193244,204753
193244,204755
193244,204756
193244,204757
193244,204758
193244,204759
193244,204760
193244,204761
193244,206714
193244,206715
193244,211091
193244,211092
193244,211093
193244,215053
193244,215055
193244,215057
193244,215058
193244,215059
193244,215060
183546,78459
183546,97569
183546,102077
183546,124883
183546,127815
183546,128471
183546,128865
183546,134165
183546,134547
183546,146229
183546,146230
183546,146231
183546,146232
183546,161495
183546,162017
183546,162018
183546,182760
183546,182761
183546,182762
183546,183545
183546,183547
183546,190893
183546,190894
183546,206269
11123,2571
11123,2962
11123,3673
11123,6433
11123,9812
11123,11255
11123,11711
11123,11738
11123,13451
11123,14717
11123,15365
11123,15737
11123,15760
11123,17501
11123,18741
11123,18797
11123,20696
11123,21047
11123,23574
11123,24046
11123,25347
11123,26626
11123,26970
11123,27264
11123,27777
11123,28432
11123,28810
11123,29181
11123,31074
11123,32708
11123,35239
11123,36868
11123,39363
11123,39744
11123,40215
11123,41825
11123,43763
11123,46034
11123,46124
11123,57571
11123,61615
11123,66338
11123,67140
11123,67677
11123,71507
11123,75084
11123,77324
11123,86463
11123,91910
11123,92634
11123,95534
11123,110659
11123,112848
11123,125678
11123,134360
11123,154161
11123,168916
11123,174083
11123,203738
11123,320905
11123,320906
11123,320907
320905,14717
320905,18797
320905,21047
320905,24046
320905,28432
320905,31074
320905,39363
320905,39744
320905,40215
320905,43763
320905,46034
320905,46124
320905,61615
320905,66338
320905,67677
320905,71507
320905,75084
320905,77324
320905,91910
320905,95534
320905,110659
320905,112848
320905,125678
320905,134360
320905,154161
320905,168916
320905,174083
320905,203738
320905,320906
320905,320907
361644,32534
361644,38868
361644,42671
361644,43377
361644,45479
361644,69054
361644,82316
361644,84657
361644,109825
361644,114575
361644,114816
361644,117657
361644,119707
361644,137772
361644,142571
361644,148255
361644,179483
361644,181479
361644,193978
361644,199804
361644,219725
361644,238123
361644,252413
361644,256807
361644,269413
361644,279245
361644,283362
361644,287845
361644,298337
361644,305407
361644,305408
361644,308275
361644,319357
361644,319822
361644,319824
361644,319826
361644,319829
361644,319831
361644,319832
361644,320839
361644,320841
361644,320842
361644,321670
361644,324478
361644,325271
361644,333294
361644,334605
361644,334607
361644,335560
361644,335561
361644,346257
361644,353858
361644,360070
361644,360071
361644,361633
361644,361634
361644,361635
361644,361636
361644,361637
361644,361638
361644,361639
361644,361640
361644,361642
361644,361643
361644,361645
361644,361646
361644,361647
361644,361648
361644,361649
361644,361650
361644,361651
361644,361652
361644,361654
361644,361655
361644,361656
361644,361657
361644,361658
361644,361659
361644,361660
361644,361661
361644,361662
361644,361663
361644,361664
361644,361666
361644,369091
361644,369092
405462,138752
405462,218804
405462,391714
405462,398726
405462,404310
405462,404311
405462,404312
405462,404313
405462,404314
405462,404315
405462,404316
405462,404317
405462,404318
405462,404319
405462,405461
405462,405463
405462,405464
405462,405465
405462,405466
405462,405467
405462,405468
405462,412061
405462,412062
405462,412063
405462,412065
161865,52040
161865,69736
161865,145672
161865,145673
161865,145674
161865,145675
161865,146394
161865,146396
161865,146398
161865,149235
161865,149236
161865,149238
161865,149240
161865,161854
161865,161855
161865,161856
161865,161857
161865,161862
161865,161863
161865,161864
161865,161866
161865,178578
270521,34263
270521,45634
270521,99125
270521,145932
270521,206096
270521,212767
270521,231527
270521,256418
270521,270519
270521,301788
270521,310618
270521,314476
270521,318279
270521,323701
270521,323702
270521,323703
270521,323793
270521,344544
270521,351271
270521,361799
270521,361800
270521,361801
270521,361802
270521,361804
270521,361805
270521,361806
270521,361847
270521,361848
270521,361849
270521,361851
270521,361853
270521,361854
270521,361855
270521,361856
270521,361858
270521,361859
270521,362443
270521,364863
146231,78459
146231,97569
146231,102077
146231,124883
146231,127815
146231,128471
146231,128865
146231,134165
146231,134547
146231,146229
146231,146230
146231,146232
146231,161495
146231,162017
146231,162018
146231,169383
146231,172273
146231,182760
146231,182761
146231,182762
146231,183545
146231,183547
146231,190893
146231,190894
146231,206269
187599,38448
187599,55456
187599,67743
187599,67745
187599,149318
187599,186819
187599,186820
187599,187593
187599,187594
187599,187595
187599,187596
187599,187598
187599,187600
187599,187601
187599,187602
187599,187603
187599,188016
187599,188018
187599,188019
187599,188023
318734,75711
318734,97459
318734,121930
318734,135989
318734,181722
318734,256418
318734,257613
318734,257636
318734,285677
318734,292391
318734,318275
318734,318276
318734,318277
318734,318278
318734,318279
318734,318280
318734,318281
318734,318731
318734,318732
318734,318733
318734,318736
318734,318737
318734,318738
318734,318739
318734,318741
318734,318742
318734,318743
318734,318744
318734,318745
318734,318746
318734,318747
318734,318748
318734,319326
318734,319327
318734,319328
318734,321079
318734,321080
318734,323700
318734,323701
318734,323702
318734,323703
318734,337430
318734,346567
318734,346568
318734,359433
318734,361943
318734,364766
318734,379732
326110,242207
326110,242208
326110,242210
326110,242211
326110,242212
326110,242214
326110,242215
326110,242216
326110,318607
326110,318608
326110,318610
326110,319101
326110,319102
326110,319103
326110,326108
326110,326109
326110,332686
326110,332890
326110,332891
403392,198995
403392,212767
403392,231521
403392,231525
403392,258689
403392,403383
403392,403386
403392,403388
403392,403389
403392,403390
403392,403394
403392,403395
403392,403396
403392,403397
403392,403398
403392,420336
318738,75711
318738,121930
318738,257613
318738,257636
318738,285677
318738,318731
318738,318732
318738,318733
318738,318736
318738,318737
318738,318739
318738,318741
318738,318742
318738,318743
318738,318744
318738,318745
318738,318746
318738,318747
318738,318748
318738,319326
318738,319327
318738,319328
318738,321079
318738,321080
318738,359433
318738,361943
318738,379732
318399,2488
318399,7344
318399,28215
318399,32952
318399,41537
318399,43784
318399,53062
318399,56493
318399,75361
318399,85941
318399,103979
318399,116360
318399,209954
318399,219452
318399,219857
318399,227877
318399,242903
318399,255491
318399,262520
318399,271908
318399,289806
318399,289807
318399,303482
318399,318400
318399,323353
318399,323354
318399,323355
318399,323357
318399,323358
318399,328299
318399,328301
318399,328302
318399,328303
318399,328304
318399,336906
128049,42931
128049,63961
128049,72729
128049,75389
128049,84439
128049,94597
128049,99769
128049,105221
128049,106951
128049,124529
128049,127669
128049,127670
128049,127910
128049,127914
128049,127995
128049,128040
128049,128043
128049,128044
128049,128045
128049,128046
128049,128047
128049,128051
128049,128053
128049,128054
128049,128055
128049,128056
128049,128057
128049,128058
128049,128059
128049,128060
128049,128061
128049,128062
128049,128064
128049,128066
128049,130536
128049,130537
128049,130538
128049,130539
128049,130540
128049,136437
128049,136439
128049,136440
335561,32534
335561,38868
335561,42671
335561,43377
335561,45479
335561,69054
335561,82316
335561,84657
335561,109825
335561,114575
335561,114816
335561,117657
335561,119707
335561,137772
335561,142571
335561,148255
335561,179483
335561,181479
335561,193978
335561,199804
335561,219725
335561,238123
335561,252413
335561,256807
335561,269413
335561,279245
335561,283362
335561,287845
335561,298337
335561,305407
335561,305408
335561,308275
335561,319357
335561,319822
335561,319824
335561,319826
335561,319829
335561,319831
335561,319832
335561,320839
335561,320841
335561,320842
335561,321670
335561,324478
335561,325271
335561,333294
335561,334605
335561,334607
335561,335560
335561,346257
335561,353858
335561,360070
335561,360071
335561,361633
335561,361634
335561,361635
335561,361636
335561,361637
335561,361638
335561,361639
335561,361640
335561,361642
335561,361643
335561,361645
335561,361646
335561,361647
335561,361648
335561,361649
335561,361650
335561,361651
335561,361652
335561,361654
335561,361655
335561,361656
335561,361657
335561,361658
335561,361659
335561,361660
335561,361661
335561,361662
335561,361663
335561,361664
335561,361666
335561,369091
335561,369092
218087,18522
218087,19560
218087,25290
218087,31883
218087,33594
218087,33700
218087,41067
218087,42086
218087,43556
218087,57242
218087,63374
218087,82163
218087,120310
218087,120312
218087,130279
218087,130280
218087,139965
218087,143835
218087,143836
218087,162073
218087,178120
218087,180082
218087,185318
218087,185319
218087,195395
218087,197724
218087,197934
218087,198198
218087,249500
218087,277736
218087,286364
218087,286365
218087,286366
218087,286367
218087,286369
218087,296856
218087,296857
218087,296858
218087,296859
218087,296860
218087,297145
218087,297146
218087,297148
218087,297149
218087,297151
218087,297153
218087,297154
218087,297155
218087,297156
218087,297157
218087,297158
218087,297159
218087,315542
218087,315543
218087,315779
403497,28720
403497,45852
403497,77110
403497,108170
403497,151464
403497,151743
403497,162997
403497,173275
403497,204569
403497,206769
403497,212232
403497,219754
403497,225421
403497,294061
403497,294062
403497,305902
403497,318696
403497,318697
403497,318699
403497,318700
403497,318701
403497,318702
403497,318704
403497,318706
403497,318707
403497,328086
403497,328087
403497,328970
403497,332584
403497,403493
403497,403494
403497,403495
403497,403496
403497,403531
38448,55456
38448,67743
38448,67745
38448,149318
38448,186819
38448,186820
38448,187593
38448,187594
38448,187595
38448,187596
38448,187598
38448,187600
38448,187601
38448,187602
38448,187603
38448,188016
38448,188018
38448,188019
38448,188023
13999,9701
13999,13263
13999,29422
13999,31131
13999,37724
13999,40358
13999,65899
13999,70385
13999,87400
13999,88584
13999,112879
13999,132766
13999,166988
13999,173168
13999,184499
13999,280959
13999,325111
13999,363760
13999,363761
13999,363762
13999,364054
13999,365071
75984,4912
75984,4913
75984,8310
75984,9726
75984,17217
75984,19114
75984,21708
75984,27925
75984,38154
75984,38546
75984,38672
75984,50730
75984,50878
75984,52491
75984,68390
75984,68391
75984,81939
75984,83570
75984,101299
225902,4496
225902,30815
225902,31470
225902,40108
225902,48525
225902,63227
225902,65957
225902,66095
225902,67024
225902,68242
225902,70089
225902,72210
225902,76323
225902,89910
225902,114253
225902,115457
225902,115586
225902,116246
225902,121742
225902,124395
225902,124535
225902,131740
225902,141841
225902,165355
225902,178333
225902,185173
225902,185919
225902,192103
225902,193651
225902,199059
225902,223457
225902,229756
225902,234780
225902,238302
225902,257012
225902,257018
225902,257020
225902,257021
225902,257023
225902,257533
225902,261762
225902,270050
225902,270519
225902,272552
225902,274213
225902,284923
225902,286303
225902,286304
225902,286305
225902,286306
225902,286307
225902,286308
225902,286309
225902,286310
225902,286311
225902,286312
225902,286313
225902,286315
225902,286316
225902,286318
225902,286319
225902,286320
225902,286321
225902,286322
225902,286323
225902,286324
225902,286325
225902,286326
225902,286327
225902,286328
225902,286339
225902,286340
225902,286341
225902,286342
225902,286343
225902,286345
225902,286346
225902,286347
225902,286348
225902,286349
225902,286350
225902,286352
225902,286353
225902,286354
225902,286356
225902,286357
225902,286358
225902,286360
225902,286397
225902,286509
225902,286511
225902,294935
225902,306215
225902,307088
225902,307089
225902,308943
286328,4496
286328,30815
286328,31470
286328,40108
286328,48525
286328,63227
286328,65957
286328,66095
286328,67024
286328,68242
286328,70089
286328,72210
286328,76323
286328,89910
286328,114253
286328,115457
286328,115586
286328,116246
286328,121742
286328,124395
286328,124535
286328,131740
286328,141841
286328,165355
286328,178333
286328,185173
286328,185919
286328,192103
286328,193651
286328,199059
286328,223457
286328,229756
286328,234780
286328,238302
286328,257012
286328,257018
286328,257020
286328,257021
286328,257023
286328,257533
286328,261762
286328,270050
286328,270519
286328,272552
286328,274213
286328,284923
286328,286303
286328,286304
286328,286305
286328,286306
286328,286307
286328,286308
286328,286309
286328,286310
286328,286311
286328,286312
286328,286313
286328,286315
286328,286316
286328,286318
286328,286319
286328,286320
286328,286321
286328,286322
286328,286323
286328,286324
286328,286325
286328,286326
286328,286327
286328,286339
286328,286340
286328,286341
286328,286342
286328,286343
286328,286345
286328,286346
286328,286347
286328,286348
286328,286349
286328,286350
286328,286352
286328,286353
286328,286354
286328,286356
286328,286357
286328,286358
286328,286360
286328,286397
286328,286509
286328,286511
286328,294935
286328,306215
286328,307088
286328,307089
286328,308943
321080,75711
321080,121930
321080,257613
321080,257636
321080,285677
321080,318731
321080,318732
321080,318733
321080,318736
321080,318737
321080,318739
321080,318742
321080,318743
321080,318744
321080,318745
321080,318747
321080,318748
321080,319326
321080,319327
321080,319328
321080,321079
321080,359433
321080,361943
321080,379732
135290,7427
135290,49816
135290,64097
135290,69172
135290,77854
135290,78467
135290,81455
135290,128706
135290,132204
135290,168187
135290,175051
135290,176634
135290,181513
135290,225051
135290,227186
135290,228178
135290,231487
135290,240220
135290,253894
135290,257685
135290,265427
135290,275336
135290,276373
135290,288505
135290,301098
135290,314592
135290,321631
135290,325341
135290,331022
135290,356060
135290,362433
135290,362434
135290,362435
135290,364477
135290,364478
135290,368768
135290,372200
135290,384490
241405,7236
241405,13076
241405,26497
241405,30815
241405,31470
241405,35376
241405,39420
241405,40108
241405,45686
241405,61506
241405,67024
241405,72210
241405,76323
241405,89460
241405,116246
241405,124411
241405,131740
241405,141841
241405,185173
241405,199059
241405,223457
241405,229989
241405,230620
241405,230621
241405,238302
241405,238793
241405,243564
241405,255210
241405,257012
241405,257013
241405,257014
241405,257015
241405,257016
241405,257017
241405,257018
241405,257019
241405,257020
241405,257021
241405,257022
241405,257023
241405,257024
241405,257025
241405,257533
241405,261762
241405,270050
241405,270051
241405,272551
241405,272552
241405,286305
241405,286309
241405,286318
241405,328201
241405,355563
241405,369080
241405,404632
241405,416144
241405,419694
286184,9928
286184,94995
286184,285874
286184,285875
286184,286183
286184,286185
286184,286186
286184,286187
286184,286188
286184,286452
286184,286453
286184,286454
286184,286455
286184,286456
286184,286457
286184,286458
286184,286459
286184,286460
286184,286461
286184,286462
286184,286463
286184,297099
286184,297100
286184,303614
286184,303615
286184,318439
286184,318440
286184,332696
69577,13451
69577,18547
69577,250402
69577,267197
69577,320213
69577,320214
69577,320215
69577,320216
69577,320217
69577,320218
69577,320219
69577,320220
69577,325534
69577,325535
69577,325536
69577,325537
69577,325538
69577,325539
69577,325540
69577,325541
359807,34074
359807,89987
359807,92793
359807,326844
359807,359180
359807,359182
359807,359183
359807,359328
359807,359329
359807,359330
359807,359331
359807,359332
359807,359333
359807,359334
359807,359450
359807,359451
359807,359452
359807,359453
359807,359801
359807,359802
359807,359803
359807,359804
359807,359805
359807,359806
359807,359808
359807,360076
359807,360078
359807,360079
359807,360080
359807,360081
359807,360083
359807,360085
359807,360086
359807,374560
359807,374743
359807,393845
359807,393846
369660,64806
369660,179726
369660,193156
369660,206431
369660,242539
369660,260611
369660,366664
369660,366665
369660,369657
369660,369658
369660,369659
369660,375576
369660,375577
369660,375578
369660,375579
369660,375580
369660,375581
369660,380140
369660,380141
369660,380142
369660,380143
319608,37514
319608,61101
319608,77110
319608,81928
319608,255130
319608,269589
319608,318278
319608,319599
319608,319601
319608,319602
319608,319603
319608,319604
319608,319606
319608,319607
319608,319609
319608,319610
319608,319611
319608,324846
319608,324847
122116,48294
122116,129484
122116,129485
122116,129486
122116,129487
122116,129632
122116,129635
122116,129637
122116,129640
122116,131317
122116,131318
122116,131319
122116,132010
122116,132011
122116,141724
122116,144037
104694,4972
104694,20179
104694,50180
104694,60819
104694,77972
104694,88317
104694,96658
104694,96784
104694,96786
104694,96787
104694,96788
104694,96789
104694,96790
104694,96791
104694,96792
104694,96793
104694,96794
104694,96796
104694,96797
104694,96798
104694,96799
104694,96800
104694,96801
104694,96802
104694,96803
104694,96804
104694,96805
104694,96806
104694,96807
104694,99619
104694,99620
104694,99621
104694,104692
104694,104693
321615,18285
321615,51518
321615,63460
321615,84521
321615,97287
321615,101816
321615,109015
321615,130348
321615,130860
321615,134547
321615,137888
321615,143086
321615,143511
321615,151124
321615,156801
321615,188149
321615,194892
321615,217579
321615,257945
321615,261254
321615,264566
321615,268236
321615,270037
321615,282859
321615,284646
321615,291955
321615,292522
321615,321616
321615,326939
321615,341019
321615,362437
321615,362438
321615,362439
321615,364439
321615,373101
321615,373102
321615,373103
321615,373104
321615,375422
321615,375423
321615,375424
321615,375425
361523,88014
361523,108199
361523,149082
361523,186584
361523,264741
361523,267078
361523,268853
361523,287629
361523,287630
361523,287633
361523,287635
361523,287637
361523,311768
361523,361524
361523,361525
361523,361526
361523,361527
361523,361529
257374,16694
257374,72108
257374,76552
257374,79280
257374,82143
257374,99707
257374,184011
257374,204514
257374,204515
257374,204517
257374,204520
257374,204522
257374,204780
257374,211091
257374,257356
257374,257357
257374,257368
257374,257369
257374,257370
257374,257371
257374,257373
257374,257375
257374,257377
257374,271528
257374,277683
239194,69581
239194,192006
239194,283441
239194,397343
239194,403300
239194,403301
239194,403302
239194,403303
239194,403305
239194,403306
239194,403515
239194,403516
239194,403517
239194,403518
239194,408927
239194,414444
239194,414445
239194,414446
239194,421001
322465,274217
322465,280299
322465,319953
322465,319954
322465,320018
322465,320019
322465,320020
322465,320021
322465,320023
322465,320024
322465,320025
322465,321797
322465,321798
322465,321799
322465,321800
322465,321801
322465,321802
322465,322460
322465,322461
322465,322462
322465,322463
322465,322464
322465,322466
322465,329772
322465,329773
322465,331113
322465,331114
322465,355368
227294,28392
227294,174432
227294,208157
227294,222623
227294,227295
227294,260627
227294,261121
227294,265123
227294,269104
227294,290318
227294,290319
227294,290320
227294,290321
227294,290322
227294,292367
227294,306545
227294,310484
227294,315378
227294,322906
227294,322907
227294,322908
227294,322909
227294,322910
227294,344400
227294,346045
227294,346046
291496,38213
291496,205199
291496,291491
291496,291492
291496,291493
291496,291494
291496,291495
291496,291497
291496,291498
291496,291499
291496,291500
291496,291501
291496,291502
291496,291503
291496,291504
291496,291505
291496,291506
291496,291507
291496,291508
291496,293546
291496,293547
291496,293548
283441,69581
283441,192006
283441,397343
283441,403300
283441,403301
283441,403302
283441,403303
283441,403305
283441,403306
283441,403515
283441,403516
283441,403517
283441,403518
283441,408927
283441,414444
283441,414445
283441,414446
283441,421001
319954,274217
319954,280299
319954,319953
319954,320018
319954,320019
319954,320020
319954,320021
319954,320023
319954,320024
319954,320025
319954,321797
319954,321798
319954,321799
319954,321800
319954,321801
319954,321802
319954,322460
319954,322461
319954,322462
319954,322463
319954,322464
319954,322466
319954,329772
319954,329773
319954,331113
319954,331114
319954,355368
93747,21839
93747,26574
93747,89043
93747,89375
93747,98817
93747,100741
93747,125237
93747,134155
93747,149006
93747,149007
93747,150063
93747,157351
93747,165022
93747,165992
93747,167629
93747,177688
93747,185667
93747,185668
93747,185669
93747,185670
93747,185671
93747,185672
93747,187192
93747,188862
93747,195117
93747,198907
362443,34263
362443,45634
362443,99125
362443,145932
362443,206096
362443,212767
362443,231527
362443,256418
362443,301788
362443,310618
362443,314476
362443,318279
362443,323701
362443,323702
362443,323703
362443,323793
362443,344544
362443,351271
362443,361799
362443,361800
362443,361801
362443,361802
362443,361804
362443,361805
362443,361806
362443,361847
362443,361848
362443,361849
362443,361851
362443,361853
362443,361854
362443,361855
362443,361856
362443,361858
362443,361859
362443,364863
260040,2811
260040,38838
260040,41448
260040,57139
260040,75913
260040,88307
260040,112660
260040,115850
260040,164225
260040,167878
260040,187052
260040,188115
260040,206314
260040,232511
260040,236328
260040,265247
260040,321970
260040,321971
260040,331061
361662,32534
361662,38868
361662,42671
361662,43377
361662,45479
361662,69054
361662,82316
361662,84657
361662,109825
361662,114575
361662,114816
361662,117657
361662,119707
361662,137772
361662,142571
361662,148255
361662,179483
361662,181479
361662,193978
361662,199804
361662,219725
361662,238123
361662,252413
361662,256807
361662,269413
361662,279245
361662,283362
361662,287845
361662,298337
361662,305407
361662,305408
361662,308275
361662,319357
361662,319822
361662,319824
361662,319826
361662,319829
361662,319831
361662,319832
361662,320839
361662,320841
361662,320842
361662,321670
361662,324478
361662,325271
361662,333294
361662,334605
361662,334607
361662,335560
361662,346257
361662,353858
361662,360070
361662,360071
361662,361633
361662,361634
361662,361635
361662,361636
361662,361637
361662,361638
361662,361639
361662,361640
361662,361642
361662,361643
361662,361645
361662,361646
361662,361647
361662,361648
361662,361649
361662,361650
361662,361651
361662,361652
361662,361654
361662,361655
361662,361656
361662,361657
361662,361658
361662,361659
361662,361660
361662,361661
361662,361663
361662,361664
361662,361666
361662,369091
361662,369092
127993,38395
127993,127909
127993,127910
127993,127914
127993,127915
127993,127916
127993,127917
127993,127918
127993,127995
127993,127996
127993,127997
127993,129660
127993,141004
127993,144237
97521,14007
97521,14093
97521,17247
97521,17628
97521,23001
97521,25841
97521,26011
97521,29040
97521,39632
97521,41755
97521,47324
97521,47989
97521,50339
97521,57050
97521,57688
97521,66013
97521,72191
97521,72412
97521,73745
97521,78773
97521,79175
97521,80770
97521,80912
97521,81006
97521,83312
97521,83453
97521,83603
97521,84775
97521,97519
97521,97520
97521,100378
307093,206373
307093,206375
307093,231858
307093,234754
307093,262616
307093,262617
307093,262620
307093,266506
307093,320506
307093,320507
307093,333125
307093,333127
307093,333128
307093,333129
307093,333130
307093,333508
307093,333509
307093,354058
164465,17393
164465,34877
164465,44729
164465,48047
164465,49246
164465,50458
164465,55155
164465,63241
164465,111307
164465,185262
164465,231983
164465,289748
164465,294284
164465,302242
164465,318972
164465,359819
164465,364570
164465,366743
164465,366744
164465,366745
164465,366746
305547,79910
305547,111578
305547,189815
305547,260803
305547,318752
305547,318753
305547,318754
305547,318799
305547,319162
305547,319163
305547,319165
305547,319166
305547,319167
305547,319168
305547,319284
305547,319285
305547,319303
305547,319304
305547,344002
305547,346240
305547,355787
305547,355795
305547,358022
305547,359915
305547,381308
277388,36740
277388,42442
277388,46098
277388,51230
277388,66404
277388,88276
277388,154084
277388,244271
277388,289024
277388,294716
277388,324090
277388,352540
277388,360753
277388,360755
277388,371875
277388,374242
277388,386715
277388,396384
277388,406281
277388,407992
277388,407993
277388,407994
277388,407995
277388,407996
243032,12271
243032,35213
243032,35736
243032,36447
243032,40579
243032,44782
243032,44783
243032,46276
243032,56444
243032,64715
243032,67739
243032,71267
243032,71322
243032,83076
243032,84775
243032,113535
243032,113833
243032,115985
243032,124137
243032,135307
243032,136180
243032,139822
243032,182559
243032,186318
243032,237142
243032,249331
243032,286932
287630,88014
287630,108199
287630,149082
287630,186584
287630,264741
